index,time_sec,video_frame_index,prediction_index,top_regions,png_path
88,44.0,1055,44,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0088_0044.0s.png
89,44.5,1067,44,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0089_0044.5s.png
90,45.0,1079,45,R Gyrus front sup (2.17); R Sulcus collat transv ant (2.15); R Gyrus temporal inf (2.06); R Gyrus rectus (2.04),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0090_0045.0s.png
91,45.5,1091,45,R Gyrus front sup (2.17); R Sulcus collat transv ant (2.15); R Gyrus temporal inf (2.06); R Gyrus rectus (2.04),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0091_0045.5s.png
92,46.0,1103,46,R Gyrus temporal inf (2.10),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0092_0046.0s.png
93,46.5,1115,46,R Gyrus temporal inf (2.10),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0093_0046.5s.png
94,47.0,1127,47,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0094_0047.0s.png
95,47.5,1139,47,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0095_0047.5s.png
96,48.0,1151,48,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0096_0048.0s.png
97,48.5,1163,48,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0097_0048.5s.png
98,49.0,1175,49,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0098_0049.0s.png
99,49.5,1187,49,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0099_0049.5s.png
100,50.0,1199,50,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0100_0050.0s.png
101,50.5,1211,50,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0101_0050.5s.png
102,51.0,1223,51,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0102_0051.0s.png
103,51.5,1235,51,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0103_0051.5s.png
