index,time_sec,video_frame_index,prediction_index,top_regions,png_path
0,0.0,0,0,R Sulcus orbital-H Shaped (2.51); R Gyrus and Sulcus cingul-Ant (2.50); R Gyrus rectus (2.37); R Gyrus orbital (2.36); L Gyrus and Sulcus cingul-Ant (2.28); L Sulcus orbital-H Shaped (2.27); L Sulcus pericallosal (2.24); R Gyrus oc-temp med-Parahip (2.22),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0000_0000.0s.png
1,0.5,12,0,R Sulcus orbital-H Shaped (2.51); R Gyrus and Sulcus cingul-Ant (2.50); R Gyrus rectus (2.37); R Gyrus orbital (2.36); L Gyrus and Sulcus cingul-Ant (2.28); L Sulcus orbital-H Shaped (2.27); L Sulcus pericallosal (2.24); R Gyrus oc-temp med-Parahip (2.22),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0001_0000.5s.png
2,1.0,24,1,R Gyrus rectus (2.45); R Sulcus orbital med-olfact (2.40); R Gyrus and Sulcus cingul-Ant (2.28); R Gyrus orbital (2.25); L Sulcus orbital med-olfact (2.20); L Sulcus pericallosal (2.17); L Sulcus orbital-H Shaped (2.16); L Gyrus and Sulcus cingul-Ant (2.15),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0002_0001.0s.png
3,1.5,36,1,R Gyrus rectus (2.45); R Sulcus orbital med-olfact (2.40); R Gyrus and Sulcus cingul-Ant (2.28); R Gyrus orbital (2.25); L Sulcus orbital med-olfact (2.20); L Sulcus pericallosal (2.17); L Sulcus orbital-H Shaped (2.16); L Gyrus and Sulcus cingul-Ant (2.15),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0003_0001.5s.png
4,2.0,48,2,R Sulcus orbital med-olfact (2.50); R Gyrus and Sulcus cingul-Ant (2.27); R Gyrus rectus (2.22); L Sulcus orbital-H Shaped (2.20); L Sulcus orbital med-olfact (2.14); L Gyrus and Sulcus cingul-Ant (2.12); R Gyrus oc-temp med-Parahip (2.03); R Gyrus orbital (2.00),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0004_0002.0s.png
5,2.5,60,2,R Sulcus orbital med-olfact (2.50); R Gyrus and Sulcus cingul-Ant (2.27); R Gyrus rectus (2.22); L Sulcus orbital-H Shaped (2.20); L Sulcus orbital med-olfact (2.14); L Gyrus and Sulcus cingul-Ant (2.12); R Gyrus oc-temp med-Parahip (2.03); R Gyrus orbital (2.00),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0005_0002.5s.png
6,3.0,72,3,R Gyrus and Sulcus cingul-Ant (2.02); L Gyrus and Sulcus cingul-Ant (1.83); R Sulcus orbital med-olfact (1.80),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0006_0003.0s.png
7,3.5,84,3,R Gyrus and Sulcus cingul-Ant (2.02); L Gyrus and Sulcus cingul-Ant (1.83); R Sulcus orbital med-olfact (1.80),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0007_0003.5s.png
8,4.0,96,4,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0008_0004.0s.png
9,4.5,108,4,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0009_0004.5s.png
10,5.0,120,5,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0010_0005.0s.png
11,5.5,132,5,,/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0011_0005.5s.png
12,6.0,144,6,L Gyrus temporal inf (1.83),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0012_0006.0s.png
13,6.5,156,6,L Gyrus temporal inf (1.83),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0013_0006.5s.png
14,7.0,168,7,L Gyrus temporal inf (2.08); R Gyrus temp sup-Gyrus T transv (1.82); R Gyrus temporal inf (1.80),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0014_0007.0s.png
15,7.5,180,7,L Gyrus temporal inf (2.08); R Gyrus temp sup-Gyrus T transv (1.82); R Gyrus temporal inf (1.80),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0015_0007.5s.png
16,8.0,192,8,L Gyrus temporal inf (1.90); R Gyrus temp sup-Gyrus T transv (1.88); R Gyrus and Sulcus cingul-Ant (1.84); L Gyrus and Sulcus subcentral (1.84); R Gyrus temporal inf (1.81),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0016_0008.0s.png
17,8.5,204,8,L Gyrus temporal inf (1.90); R Gyrus temp sup-Gyrus T transv (1.88); R Gyrus and Sulcus cingul-Ant (1.84); L Gyrus and Sulcus subcentral (1.84); R Gyrus temporal inf (1.81),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0017_0008.5s.png
18,9.0,216,9,R Gyrus and Sulcus cingul-Ant (2.11); R Gyrus temp sup-Gyrus T transv (1.91); L Gyrus and Sulcus subcentral (1.91); L Gyrus temporal inf (1.85); L Sulcus circular insula inf (1.82); R Sulcus circular insula inf (1.79),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0018_0009.0s.png
19,9.5,228,9,R Gyrus and Sulcus cingul-Ant (2.11); R Gyrus temp sup-Gyrus T transv (1.91); L Gyrus and Sulcus subcentral (1.91); L Gyrus temporal inf (1.85); L Sulcus circular insula inf (1.82); R Sulcus circular insula inf (1.79),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0019_0009.5s.png
20,10.0,240,10,R Gyrus and Sulcus cingul-Ant (2.13); R Sulcus circular insula inf (2.01); R Gyrus temp sup-Gyrus T transv (1.97); L Sulcus circular insula inf (1.91); L Gyrus temporal inf (1.88); R Lat Fis-post (1.85); L Gyrus and Sulcus subcentral (1.81); L Gyrus temp sup-Gyrus T transv (1.80),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0020_0010.0s.png
21,10.5,252,10,R Gyrus and Sulcus cingul-Ant (2.13); R Sulcus circular insula inf (2.01); R Gyrus temp sup-Gyrus T transv (1.97); L Sulcus circular insula inf (1.91); L Gyrus temporal inf (1.88); R Lat Fis-post (1.85); L Gyrus and Sulcus subcentral (1.81); L Gyrus temp sup-Gyrus T transv (1.80),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0021_0010.5s.png
22,11.0,264,11,R Sulcus circular insula inf (2.20); R Gyrus and Sulcus subcentral (2.05); R Gyrus temporal inf (2.03); R Gyrus temp sup-Gyrus T transv (2.00); R Gyrus and Sulcus cingul-Ant (1.97); L Gyrus and Sulcus subcentral (1.93); R Lat Fis-post (1.92); L Gyrus temp sup-Gyrus T transv (1.85),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0022_0011.0s.png
23,11.5,276,11,R Sulcus circular insula inf (2.20); R Gyrus and Sulcus subcentral (2.05); R Gyrus temporal inf (2.03); R Gyrus temp sup-Gyrus T transv (2.00); R Gyrus and Sulcus cingul-Ant (1.97); L Gyrus and Sulcus subcentral (1.93); R Lat Fis-post (1.92); L Gyrus temp sup-Gyrus T transv (1.85),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0023_0011.5s.png
24,12.0,288,12,R Gyrus and Sulcus cingul-Ant (2.13); R Gyrus and Sulcus subcentral (2.13); R Sulcus circular insula inf (2.07); R Gyrus temporal inf (2.04); R Gyrus temp sup-Gyrus T transv (1.92); R Lat Fis-post (1.91); L Gyrus temp sup-Gyrus T transv (1.90); L Gyrus precuneus (1.89),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0024_0012.0s.png
25,12.5,300,12,R Gyrus and Sulcus cingul-Ant (2.13); R Gyrus and Sulcus subcentral (2.13); R Sulcus circular insula inf (2.07); R Gyrus temporal inf (2.04); R Gyrus temp sup-Gyrus T transv (1.92); R Lat Fis-post (1.91); L Gyrus temp sup-Gyrus T transv (1.90); L Gyrus precuneus (1.89),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0025_0012.5s.png
26,13.0,312,13,R Gyrus and Sulcus subcentral (2.30); R Gyrus and Sulcus cingul-Ant (2.18); R Gyrus temporal inf (2.09); L Gyrus precuneus (2.00); R Gyrus rectus (1.99); R Gyrus temp sup-Plan tempo (1.95); R Gyrus precuneus (1.95); R Lat Fis-post (1.94),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0026_0013.0s.png
27,13.5,324,13,R Gyrus and Sulcus subcentral (2.30); R Gyrus and Sulcus cingul-Ant (2.18); R Gyrus temporal inf (2.09); L Gyrus precuneus (2.00); R Gyrus rectus (1.99); R Gyrus temp sup-Plan tempo (1.95); R Gyrus precuneus (1.95); R Lat Fis-post (1.94),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0027_0013.5s.png
28,14.0,336,14,R Gyrus and Sulcus subcentral (2.09); R Gyrus rectus (2.09); L Gyrus precuneus (2.06); R Gyrus and Sulcus cingul-Ant (2.05); R Sulcus front sup (2.05); R Gyrus temporal inf (2.02); R Sulcus orbital med-olfact (1.99); L Sulcus temporal inf (1.97),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0028_0014.0s.png
29,14.5,348,14,R Gyrus and Sulcus subcentral (2.09); R Gyrus rectus (2.09); L Gyrus precuneus (2.06); R Gyrus and Sulcus cingul-Ant (2.05); R Sulcus front sup (2.05); R Gyrus temporal inf (2.02); R Sulcus orbital med-olfact (1.99); L Sulcus temporal inf (1.97),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0029_0014.5s.png
30,15.0,360,15,R Gyrus rectus (2.11); R Gyrus oc-temp med-Parahip (2.11); L Gyrus precuneus (2.05); R Sulcus front sup (2.04); R Gyrus precuneus (2.02); R Sulcus orbital med-olfact (2.02); L Sulcus front sup (2.00); R Gyrus temporal inf (2.00),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0030_0015.0s.png
31,15.5,372,15,R Gyrus rectus (2.11); R Gyrus oc-temp med-Parahip (2.11); L Gyrus precuneus (2.05); R Sulcus front sup (2.04); R Gyrus precuneus (2.02); R Sulcus orbital med-olfact (2.02); L Sulcus front sup (2.00); R Gyrus temporal inf (2.00),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0031_0015.5s.png
32,16.0,384,16,R Sulcus orbital med-olfact (2.11); R Gyrus rectus (2.07); R Gyrus precuneus (2.05); L Gyrus precuneus (2.03); R Sulcus front sup (2.02); R Gyrus oc-temp med-Parahip (2.02); R Gyrus temporal inf (2.01); R Sulcus suborbital (2.01),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0032_0016.0s.png
33,16.5,396,16,R Sulcus orbital med-olfact (2.11); R Gyrus rectus (2.07); R Gyrus precuneus (2.05); L Gyrus precuneus (2.03); R Sulcus front sup (2.02); R Gyrus oc-temp med-Parahip (2.02); R Gyrus temporal inf (2.01); R Sulcus suborbital (2.01),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0033_0016.5s.png
34,17.0,408,17,L Gyrus precuneus (2.13); L Gyrus pariet inf-Supramar (2.11); L Sulcus front sup (2.10); R Sulcus orbital med-olfact (2.07); R Gyrus precuneus (2.05); R Gyrus rectus (2.05); L Gyrus parietal sup (2.04); R Sulcus front sup (2.03),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0034_0017.0s.png
35,17.5,420,17,L Gyrus precuneus (2.13); L Gyrus pariet inf-Supramar (2.11); L Sulcus front sup (2.10); R Sulcus orbital med-olfact (2.07); R Gyrus precuneus (2.05); R Gyrus rectus (2.05); L Gyrus parietal sup (2.04); R Sulcus front sup (2.03),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0035_0017.5s.png
