ad,rank_within_ad,region,appearances,unique_predictions,frame_count,frame_fraction,mean_score,max_score,mean_rank
Considering_What_Paris_2024_Paralympic_Games,58,R Gyrus and Sulcus subcentral,8,7,281,0.028469750889679714,2.54,2.95,5.5
Considering_What_Paris_2024_Paralympic_Games,59,L Gyrus front inf-Opercular,8,6,281,0.028469750889679714,2.525,2.93,7.0
Considering_What_Paris_2024_Paralympic_Games,60,R Gyrus oc-temp med-Lingual,8,7,281,0.028469750889679714,2.47375,3.08,3.5
Considering_What_Paris_2024_Paralympic_Games,61,L Sulcus circular insula ant,8,7,281,0.028469750889679714,2.37375,2.59,4.25
Considering_What_Paris_2024_Paralympic_Games,62,L Gyrus front inf-Orbital,8,7,281,0.028469750889679714,2.34375,2.47,5.75
Considering_What_Paris_2024_Paralympic_Games,63,R Sulcus orbital lateral,8,6,281,0.028469750889679714,2.2875,2.41,3.875
Considering_What_Paris_2024_Paralympic_Games,64,R Gyrus temp sup-Plan polar,8,6,281,0.028469750889679714,2.2287500000000002,2.45,5.625
Considering_What_Paris_2024_Paralympic_Games,65,R Sulcus postcentral,7,6,281,0.02491103202846975,2.775714285714286,2.98,5.714285714285714
Considering_What_Paris_2024_Paralympic_Games,66,R Gyrus parietal sup,7,6,281,0.02491103202846975,2.6714285714285713,2.94,7.428571428571429
Considering_What_Paris_2024_Paralympic_Games,67,R Lat Fis-ant-Horizont,7,6,281,0.02491103202846975,2.1885714285714286,2.47,3.7142857142857144
Considering_What_Paris_2024_Paralympic_Games,68,L Gyrus and Sulcus cingul-Mid-Ant,7,5,281,0.02491103202846975,2.0742857142857143,2.37,4.714285714285714
Considering_What_Paris_2024_Paralympic_Games,69,L Sulcus front sup,7,6,281,0.02491103202846975,2.0585714285714287,2.16,4.428571428571429
Considering_What_Paris_2024_Paralympic_Games,70,R Gyrus temporal middle,7,6,281,0.02491103202846975,2.0557142857142856,2.23,5.285714285714286
Considering_What_Paris_2024_Paralympic_Games,71,L Gyrus and Sulcus cingul-Mid-Post,7,6,281,0.02491103202846975,2.052857142857143,2.17,5.142857142857143
Considering_What_Paris_2024_Paralympic_Games,72,L Sulcus suborbital,7,5,281,0.02491103202846975,2.05,2.24,3.5714285714285716
Considering_What_Paris_2024_Paralympic_Games,73,R Gyrus precuneus,7,5,281,0.02491103202846975,1.9842857142857142,2.05,4.285714285714286
Considering_What_Paris_2024_Paralympic_Games,74,R Sulcus front middle,6,5,281,0.021352313167259787,2.8083333333333336,2.98,4.333333333333333
Considering_What_Paris_2024_Paralympic_Games,75,R Gyrus insular short,6,5,281,0.021352313167259787,2.783333333333333,3.02,6.5
Considering_What_Paris_2024_Paralympic_Games,76,L Gyrus temp sup-Plan tempo,6,5,281,0.021352313167259787,2.733333333333333,2.93,3.3333333333333335
Considering_What_Paris_2024_Paralympic_Games,77,L Sulcus calcarine,6,5,281,0.021352313167259787,2.6083333333333334,3.03,4.333333333333333
