ad,frame_index,time_sec,prediction_index,rank,region,score
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,2,1.0,1,2,L Sulcus front sup,2.19
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,2,1.0,1,3,R Gyrus and Sulcus transv frontopol,2.05
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,2,1.0,1,4,R Gyrus and Sulcus cingul-Ant,2.05
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,2,1.0,1,5,R Gyrus orbital,1.89
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,2,1.0,1,6,L Gyrus and Sulcus cingul-Ant,1.88
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,2,1.0,1,7,L Sulcus parieto occipital,1.85
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,2,1.0,1,8,R Sulcus pericallosal,1.82
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,3,1.5,1,1,L Sulcus orbital med-olfact,2.28
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,3,1.5,1,2,L Sulcus front sup,2.19
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,3,1.5,1,3,R Gyrus and Sulcus transv frontopol,2.05
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,3,1.5,1,4,R Gyrus and Sulcus cingul-Ant,2.05
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,3,1.5,1,5,R Gyrus orbital,1.89
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,3,1.5,1,6,L Gyrus and Sulcus cingul-Ant,1.88
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,3,1.5,1,7,L Sulcus parieto occipital,1.85
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,3,1.5,1,8,R Sulcus pericallosal,1.82
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,4,2.0,2,1,L Sulcus front sup,2.7
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,4,2.0,2,2,L Sulcus front inf,2.31
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,4,2.0,2,3,R Gyrus subcallosal,2.22
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,4,2.0,2,4,R Gyrus and Sulcus cingul-Ant,2.16
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,4,2.0,2,5,R Gyrus postcentral,2.16
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,4,2.0,2,6,L Sulcus orbital med-olfact,2.1
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,4,2.0,2,7,L Gyrus postcentral,2.02
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,4,2.0,2,8,R Gyrus and Sulcus transv frontopol,2.01
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,5,2.5,2,1,L Sulcus front sup,2.7
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,5,2.5,2,2,L Sulcus front inf,2.31
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,5,2.5,2,3,R Gyrus subcallosal,2.22
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,5,2.5,2,4,R Gyrus and Sulcus cingul-Ant,2.16
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,5,2.5,2,5,R Gyrus postcentral,2.16
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,5,2.5,2,6,L Sulcus orbital med-olfact,2.1
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,5,2.5,2,7,L Gyrus postcentral,2.02
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,5,2.5,2,8,R Gyrus and Sulcus transv frontopol,2.01
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,6,3.0,3,1,R Gyrus and Sulcus cingul-Ant,2.06
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,6,3.0,3,2,R Sulcus temporal inf,1.85
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,6,3.0,3,3,R Gyrus temporal inf,1.84
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,6,3.0,3,4,R Gyrus subcallosal,1.8
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,6,3.0,3,5,L Sulcus front inf,1.78
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,6,3.0,3,6,R Sulcus pericallosal,1.74
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,7,3.5,3,1,R Gyrus and Sulcus cingul-Ant,2.06
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,7,3.5,3,2,R Sulcus temporal inf,1.85
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,7,3.5,3,3,R Gyrus temporal inf,1.84
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,7,3.5,3,4,R Gyrus subcallosal,1.8
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,7,3.5,3,5,L Sulcus front inf,1.78
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,7,3.5,3,6,R Sulcus pericallosal,1.74
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,8,4.0,4,1,R Sulcus temporal inf,1.93
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,8,4.0,4,2,R Gyrus and Sulcus cingul-Ant,1.9
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,8,4.0,4,3,R Gyrus temporal inf,1.79
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,8,4.0,4,4,R Gyrus subcallosal,1.77
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,8,4.0,4,5,R Gyrus and Sulcus transv frontopol,1.74
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,9,4.5,4,1,R Sulcus temporal inf,1.93
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,9,4.5,4,2,R Gyrus and Sulcus cingul-Ant,1.9
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,9,4.5,4,3,R Gyrus temporal inf,1.79
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,9,4.5,4,4,R Gyrus subcallosal,1.77
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,9,4.5,4,5,R Gyrus and Sulcus transv frontopol,1.74
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,10,5.0,5,1,R Sulcus temporal inf,2.08
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,10,5.0,5,2,R Gyrus front sup,1.71
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,11,5.5,5,1,R Sulcus temporal inf,2.08
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,11,5.5,5,2,R Gyrus front sup,1.71
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,12,6.0,6,1,R Sulcus temporal inf,2.23
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,12,6.0,6,2,L Gyrus and Sulcus transv frontopol,1.9
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,12,6.0,6,3,R Gyrus front sup,1.9
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,12,6.0,6,4,R Lat Fis-post,1.82
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,12,6.0,6,5,R Gyrus and Sulcus cingul-Ant,1.81
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,12,6.0,6,6,R Gyrus temporal inf,1.75
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,12,6.0,6,7,L Gyrus temporal inf,1.72
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,13,6.5,6,1,R Sulcus temporal inf,2.23
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,13,6.5,6,2,L Gyrus and Sulcus transv frontopol,1.9
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,13,6.5,6,3,R Gyrus front sup,1.9
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,13,6.5,6,4,R Lat Fis-post,1.82
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,13,6.5,6,5,R Gyrus and Sulcus cingul-Ant,1.81
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,13,6.5,6,6,R Gyrus temporal inf,1.75
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,13,6.5,6,7,L Gyrus temporal inf,1.72
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,14,7.0,7,1,R Sulcus temporal inf,2.29
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,14,7.0,7,2,L Gyrus and Sulcus transv frontopol,2.0
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,14,7.0,7,3,R Lat Fis-post,1.95
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,14,7.0,7,4,R Gyrus front sup,1.89
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,14,7.0,7,5,R Gyrus temporal middle,1.89
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,14,7.0,7,6,L Sulcus central,1.87
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,14,7.0,7,7,R Gyrus temporal inf,1.85
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,14,7.0,7,8,R Gyrus and Sulcus cingul-Ant,1.83
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,15,7.5,7,1,R Sulcus temporal inf,2.29
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,15,7.5,7,2,L Gyrus and Sulcus transv frontopol,2.0
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,15,7.5,7,3,R Lat Fis-post,1.95
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,15,7.5,7,4,R Gyrus front sup,1.89
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,15,7.5,7,5,R Gyrus temporal middle,1.89
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,15,7.5,7,6,L Sulcus central,1.87
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,15,7.5,7,7,R Gyrus temporal inf,1.85
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,15,7.5,7,8,R Gyrus and Sulcus cingul-Ant,1.83
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,16,8.0,8,1,L Gyrus and Sulcus cingul-Mid-Ant,2.4
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,16,8.0,8,2,L Gyrus and Sulcus transv frontopol,2.18
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,16,8.0,8,3,R Sulcus temporal inf,2.15
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,16,8.0,8,4,R Gyrus and Sulcus frontomargin,2.14
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,16,8.0,8,5,R Lat Fis-post,2.08
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,16,8.0,8,6,L Gyrus parietal sup,2.05
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,16,8.0,8,7,L Gyrus and Sulcus subcentral,2.05
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,16,8.0,8,8,R Gyrus and Sulcus subcentral,2.0
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,17,8.5,8,1,L Gyrus and Sulcus cingul-Mid-Ant,2.4
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,17,8.5,8,2,L Gyrus and Sulcus transv frontopol,2.18
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,17,8.5,8,3,R Sulcus temporal inf,2.15
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,17,8.5,8,4,R Gyrus and Sulcus frontomargin,2.14
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,17,8.5,8,5,R Lat Fis-post,2.08
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,17,8.5,8,6,L Gyrus parietal sup,2.05
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,17,8.5,8,7,L Gyrus and Sulcus subcentral,2.05
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,17,8.5,8,8,R Gyrus and Sulcus subcentral,2.0
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,18,9.0,9,1,L Gyrus and Sulcus cingul-Mid-Ant,2.58
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,18,9.0,9,2,L Gyrus parietal sup,2.19
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,18,9.0,9,3,L Gyrus and Sulcus transv frontopol,2.15
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,18,9.0,9,4,R Sulcus temporal inf,2.11
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,18,9.0,9,5,R Gyrus and Sulcus subcentral,2.11
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,18,9.0,9,6,R Gyrus temp sup-Plan tempo,2.11
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,18,9.0,9,7,L Gyrus and Sulcus subcentral,2.1
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,18,9.0,9,8,R Gyrus and Sulcus frontomargin,2.1
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,19,9.5,9,1,L Gyrus and Sulcus cingul-Mid-Ant,2.58
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,19,9.5,9,2,L Gyrus parietal sup,2.19
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,19,9.5,9,3,L Gyrus and Sulcus transv frontopol,2.15
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,19,9.5,9,4,R Sulcus temporal inf,2.11
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,19,9.5,9,5,R Gyrus and Sulcus subcentral,2.11
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,19,9.5,9,6,R Gyrus temp sup-Plan tempo,2.11
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,19,9.5,9,7,L Gyrus and Sulcus subcentral,2.1
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,19,9.5,9,8,R Gyrus and Sulcus frontomargin,2.1
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,20,10.0,10,1,L Gyrus and Sulcus cingul-Mid-Ant,2.37
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,20,10.0,10,2,L Gyrus parietal sup,2.17
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,20,10.0,10,3,R Gyrus and Sulcus subcentral,2.15
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,20,10.0,10,4,L Gyrus and Sulcus subcentral,2.14
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,20,10.0,10,5,R Gyrus front middle,2.11
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,20,10.0,10,6,L Gyrus and Sulcus cingul-Mid-Post,2.1
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,20,10.0,10,7,R Gyrus and Sulcus cingul-Mid-Post,2.09
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,20,10.0,10,8,L Sulcus central,2.08
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,21,10.5,10,1,L Gyrus and Sulcus cingul-Mid-Ant,2.37
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,21,10.5,10,2,L Gyrus parietal sup,2.17
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,21,10.5,10,3,R Gyrus and Sulcus subcentral,2.15
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,21,10.5,10,4,L Gyrus and Sulcus subcentral,2.14
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,21,10.5,10,5,R Gyrus front middle,2.11
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,21,10.5,10,6,L Gyrus and Sulcus cingul-Mid-Post,2.1
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,21,10.5,10,7,R Gyrus and Sulcus cingul-Mid-Post,2.09
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,21,10.5,10,8,L Sulcus central,2.08
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,22,11.0,11,1,R Gyrus front middle,2.17
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,22,11.0,11,2,R Gyrus and Sulcus subcentral,2.11
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,22,11.0,11,3,L Gyrus front middle,2.09
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,22,11.0,11,4,L Sulcus central,2.07
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,22,11.0,11,5,R Gyrus and Sulcus paracentral,2.07
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,22,11.0,11,6,L Gyrus and Sulcus subcentral,2.06
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,22,11.0,11,7,L Gyrus temporal inf,2.05
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,22,11.0,11,8,L Gyrus and Sulcus cingul-Mid-Post,2.01
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,23,11.5,11,1,R Gyrus front middle,2.17
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,23,11.5,11,2,R Gyrus and Sulcus subcentral,2.11
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,23,11.5,11,3,L Gyrus front middle,2.09
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,23,11.5,11,4,L Sulcus central,2.07
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,23,11.5,11,5,R Gyrus and Sulcus paracentral,2.07
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,23,11.5,11,6,L Gyrus and Sulcus subcentral,2.06
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,23,11.5,11,7,L Gyrus temporal inf,2.05
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,23,11.5,11,8,L Gyrus and Sulcus cingul-Mid-Post,2.01
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,24,12.0,12,1,R Gyrus front middle,2.13
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,24,12.0,12,2,L Gyrus front middle,2.08
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,24,12.0,12,3,R Gyrus and Sulcus paracentral,2.06
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,24,12.0,12,4,L Sulcus central,2.06
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,24,12.0,12,5,L Gyrus temporal inf,2.04
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,24,12.0,12,6,L Sulcus precentral-inf-part,2.02
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,24,12.0,12,7,R Sulcus temporal sup,2.01
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,24,12.0,12,8,R Gyrus temporal middle,2.01
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,25,12.5,12,1,R Gyrus front middle,2.13
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,25,12.5,12,2,L Gyrus front middle,2.08
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,25,12.5,12,3,R Gyrus and Sulcus paracentral,2.06
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,25,12.5,12,4,L Sulcus central,2.06
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,25,12.5,12,5,L Gyrus temporal inf,2.04
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,25,12.5,12,6,L Sulcus precentral-inf-part,2.02
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,25,12.5,12,7,R Sulcus temporal sup,2.01
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,25,12.5,12,8,R Gyrus temporal middle,2.01
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,26,13.0,13,1,R Sulcus central,2.04
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,26,13.0,13,2,L Gyrus front middle,2.02
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,26,13.0,13,3,L Gyrus temporal inf,2.01
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,26,13.0,13,4,L Sulcus central,2.0
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,26,13.0,13,5,L Sulcus precentral-inf-part,1.98
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,26,13.0,13,6,L Sulcus temporal sup,1.97
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,26,13.0,13,7,R Gyrus and Sulcus paracentral,1.96
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,26,13.0,13,8,R Sulcus temporal sup,1.95
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,27,13.5,13,1,R Sulcus central,2.04
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,27,13.5,13,2,L Gyrus front middle,2.02
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,27,13.5,13,3,L Gyrus temporal inf,2.01
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,27,13.5,13,4,L Sulcus central,2.0
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,27,13.5,13,5,L Sulcus precentral-inf-part,1.98
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,27,13.5,13,6,L Sulcus temporal sup,1.97
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,27,13.5,13,7,R Gyrus and Sulcus paracentral,1.96
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,27,13.5,13,8,R Sulcus temporal sup,1.95
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,28,14.0,14,1,L Sulcus front sup,1.99
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,28,14.0,14,2,L Sulcus orbital med-olfact,1.97
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,28,14.0,14,3,L Sulcus central,1.96
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,28,14.0,14,4,L Gyrus temporal inf,1.95
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,28,14.0,14,5,L Gyrus front middle,1.93
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,28,14.0,14,6,R Gyrus and Sulcus subcentral,1.91
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,28,14.0,14,7,R Sulcus central,1.9
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,28,14.0,14,8,L Sulcus temporal sup,1.9
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,29,14.5,14,1,L Sulcus front sup,1.99
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,29,14.5,14,2,L Sulcus orbital med-olfact,1.97
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,29,14.5,14,3,L Sulcus central,1.96
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,29,14.5,14,4,L Gyrus temporal inf,1.95
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,29,14.5,14,5,L Gyrus front middle,1.93
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,29,14.5,14,6,R Gyrus and Sulcus subcentral,1.91
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,29,14.5,14,7,R Sulcus central,1.9
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,29,14.5,14,8,L Sulcus temporal sup,1.9
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,30,15.0,15,1,L Sulcus orbital med-olfact,2.2
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,30,15.0,15,2,L Sulcus front sup,2.0
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,30,15.0,15,3,L Gyrus rectus,1.9
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,30,15.0,15,4,R Sulcus temporal sup,1.89
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,30,15.0,15,5,R Sulcus subparietal,1.88
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,30,15.0,15,6,R Gyrus temporal inf,1.88
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,30,15.0,15,7,R Sulcus front sup,1.87
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,30,15.0,15,8,L Sulcus suborbital,1.87
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,31,15.5,15,1,L Sulcus orbital med-olfact,2.2
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,31,15.5,15,2,L Sulcus front sup,2.0
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,31,15.5,15,3,L Gyrus rectus,1.9
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,31,15.5,15,4,R Sulcus temporal sup,1.89
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,31,15.5,15,5,R Sulcus subparietal,1.88
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,31,15.5,15,6,R Gyrus temporal inf,1.88
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,31,15.5,15,7,R Sulcus front sup,1.87
LAY_S_Last_Harvest_Super_Bowl_LX_Commercial_20260429_015322,31,15.5,15,8,L Sulcus suborbital,1.87
